text,target,clean_txt,Message_Length,Word_Count,Avg_Word,Unique_Words,Stopwords,#_Count
We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,1,made drive way north scottsdale one bit disappointed,90,17,4.352941176470588,16,9,0
Terrible management.,0,terrible management,20,2,9.5,2,0,0
One of the few places in Phoenix that I would definately go back to again .,1,one places phoenix would definately go back ,75,16,3.75,16,9,0
"Furthermore, you can't even find hours of operation on the website!",0,furthermore cant even find hours operation website,67,11,5.181818181818182,11,5,0
I won't be back.,0,wont back,16,4,3.25,4,3,0
I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,0,wait  minutes get drink longer get  arepas,73,17,3.3529411764705883,14,10,0
Food was great and so was the serivce!,1,food great serivce,38,8,3.875,7,5,0
As always the evening was wonderful and the food delicious!,1,always evening wonderful food delicious,59,10,5.0,9,5,0
I promise they won't disappoint.,1,promise wont disappoint,32,5,5.6,5,3,0
I wouldn't return.,0,wouldnt return,18,3,5.333333333333333,3,2,0
Nice blanket of moz over top but i feel like this was done to cover up the subpar food.,1,nice blanket moz top feel like done cover subpar food,87,19,3.6315789473684212,19,10,0
"Overall, I was very disappointed with the quality of food at Bouchon.",0,overall disappointed quality food bouchon,69,12,4.833333333333333,12,7,0
"The sides are delish - mixed mushrooms, yukon gold puree, white corn - beateous.",1,sides delish  mixed mushrooms yukon gold puree white corn  beateous,80,14,4.785714285714286,13,2,0
Things that went wrong: - They burned the saganaki.,0,things went wrong  burned saganaki,51,9,4.777777777777778,9,3,0
Their monster chicken fried steak and eggs is my all time favorite.,1,monster chicken fried steak eggs time favorite,67,12,4.666666666666667,12,5,0
Just as good as when I had it more than a year ago!,1,good year ago,51,13,3.0,12,10,0
"In summary, this was a largely disappointing dining experience.",0,summary largely disappointing dining experience,63,9,6.111111111111111,9,4,0
There is not a deal good enough that would drag me into that establishment again.,0,deal good enough would drag establishment,81,15,4.466666666666667,14,9,0
"If you want to wait for mediocre food and downright terrible service, then this is the place for you.",0,want wait mediocre food downright terrible service place,101,19,4.368421052631579,18,10,0
There was a warm feeling with the service and I felt like their guest for a special treat.,1,warm feeling service felt like guest special treat,90,18,4.055555555555555,17,11,0
"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed.",0,burger got gold standard  burger kind disappointed,82,15,4.533333333333333,15,7,0
But now I was completely grossed out.,0,completely grossed,37,7,4.428571428571429,7,3,0
They brought a fresh batch of fries and I was thinking yay something warm but no!,0,brought fresh batch fries thinking yay something warm,81,16,4.125,16,7,0
Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV's.,1,great place couple drinks watch sporting events walls covered tvs,109,21,4.238095238095238,20,11,0
My wife had the Lobster Bisque soup which was lukewarm.,0,wife lobster bisque soup lukewarm,55,10,4.6,10,5,0
"They have horrible attitudes towards customers, and talk down to each one when customers don't enjoy their food.",0,horrible attitudes towards customers talk one customers enjoy food,112,18,5.277777777777778,18,9,0
It was absolutely amazing.,1,absolutely amazing,26,4,5.75,4,2,0
The nachos are a MUST HAVE!,1,nachos must,27,6,3.6666666666666665,6,3,0
"(It wasn't busy either) Also, the building was FREEZING cold.",0,wasnt busy either also building freezing cold,61,10,5.2,10,3,0
There is so much good food in Vegas that I feel cheated for wasting an eating opportunity by going to Rice and Company.,0,much good food vegas feel cheated wasting eating opportunity going rice company,119,23,4.217391304347826,23,11,0
He came running after us when he realized my husband had left his sunglasses on the table.,1,came running us realized husband left sunglasses table,90,17,4.352941176470588,17,9,0
And it was way to expensive.,0,way expensive,28,6,3.8333333333333335,6,4,0
I want to first say our server was great and we had perfect service.,1,want first say server great perfect service,68,14,3.9285714285714284,14,7,0
"OMG, the food was delicioso!",1,omg food delicioso,28,5,4.8,5,2,0
the spaghetti is nothing special whatsoever.,0,spaghetti nothing special whatsoever,44,6,6.5,6,2,0
"The chains, which I'm no fan of, beat this place easily.",0,chains fan beat place easily,56,11,4.181818181818182,11,5,0
This place is great!!!!!!!!!!!!!!,1,place great,33,4,7.5,4,2,0
The food is very good for your typical bar food.,1,food good typical bar food,48,10,3.9,10,5,0
An excellent new restaurant by an experienced Frenchman.,1,excellent new restaurant experienced frenchman,56,8,6.125,8,3,0
The Macarons here are insanely good.,1,macarons insanely good,36,6,5.166666666666667,6,3,0
The plantains were the worst I've ever tasted.,0,plantains worst ive ever tasted,46,8,4.875,8,5,0
If you are reading this please don't go there.,0,reading please go,46,9,4.222222222222222,9,5,0
I think this restaurant suffers from not trying hard enough.,0,think restaurant suffers trying hard enough,60,10,5.1,10,4,0
I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,0,seriously cannot believe owner many unexperienced employees running around like chickens heads cut,145,24,5.083333333333333,23,12,0
"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.",1,plethora salads sandwiches everything ive tried gets seal approval,98,17,4.823529411764706,15,9,0
"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.",1,always order vegetarian menu dinner wide array options choose,104,19,4.526315789473684,19,9,0
Never going back.,0,never going back,17,3,5.0,3,0,0
Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,1,wonderful lil tapas ambience made feel warm fuzzy inside,76,14,4.5,13,5,0
"However, my recent experience at this particular location was not so good.",0,however recent experience particular location good,74,12,5.25,12,6,0
Very very fun chef.,1,fun chef,19,4,4.0,4,2,0
This is my new fav Vegas buffet spot.,1,new fav vegas buffet spot,37,8,3.75,8,3,0
The waitress was friendly and happy to accomodate for vegan/veggie options.,1,waitress friendly happy accomodate veganveggie options,75,11,5.909090909090909,11,5,0
I ordered the Lemon raspberry ice cocktail which was also incredible.,1,ordered lemon raspberry ice cocktail also incredible,69,11,5.363636363636363,11,5,0
We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.,0,started tuna sashimi brownish color obviously wasnt fresh,88,15,4.933333333333334,15,8,0
The cocktails are all handmade and delicious.,1,cocktails handmade delicious,45,7,5.571428571428571,7,4,0
We asked for the bill to leave without eating and they didn't bring that either.,0,asked bill leave without eating didnt bring either,80,15,4.4,15,8,0
Nicest Chinese restaurant I've been in a while.,1,nicest chinese restaurant ive,47,8,5.0,8,4,0
I had a pretty satifying experience.,1,pretty satifying experience,36,6,5.166666666666667,6,3,0
Pretty awesome place.,1,pretty awesome place,21,3,6.333333333333333,3,0,0
first time there and might just be the last.,0,first time might last,44,9,4.0,9,5,0
The owners are super friendly and the staff is courteous.,1,owners super friendly staff courteous,57,10,4.8,10,5,0
An extensive menu provides lots of options for breakfast.,1,extensive menu provides lots options breakfast,57,9,5.444444444444445,9,3,0
It'll be a regular stop on my trips to Phoenix!,1,itll regular stop trips phoenix,47,10,3.8,10,5,0
"Seriously flavorful delights, folks.",1,seriously flavorful delights folks,36,4,8.25,4,0,0
"Delicious NYC bagels, good selections of cream cheese, real Lox with capers even.",1,delicious nyc bagels good selections cream cheese real lox capers even,81,13,5.3076923076923075,13,2,0
The fried rice was dry as well.,0,fried rice dry well,31,7,3.5714285714285716,7,3,0
"Very, very sad.",0,sad,15,3,4.333333333333333,3,1,0
The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,1,vanilla ice cream creamy smooth profiterole choux pastry fresh enough,98,16,5.1875,15,6,0
Bland and flavorless is a good way of describing the barely tepid meat.,0,bland flavorless good way describing barely tepid meat,71,13,4.538461538461538,13,5,0
The buffet is small and all the food they offered was BLAND.,0,buffet small food offered bland,60,12,4.083333333333333,12,7,0
Waited 2 hours & never got either of our pizzas as many other around us who came in later did!,0,waited  hours  never got either pizzas many around us came later,94,20,3.75,20,6,0
I dressed up to be treated so rudely!,0,dressed treated rudely,37,8,3.75,8,5,0
Server did a great job handling our large rowdy table.,1,server great job handling large rowdy table,54,10,4.5,10,3,0
It kept getting worse and worse so now I'm officially done.,0,kept getting worse worse officially done,59,11,4.454545454545454,10,4,0
"Went in for happy hour, great list of wines.",1,went happy hour great list wines,44,9,4.0,9,3,0
We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!,0,arent ones make scene restaurants get itdefinitely lost love one,112,21,4.380952380952381,21,13,0
Disappointing experience.,0,disappointing experience,25,2,12.0,2,0,0
The selection on the menu was great and so were the prices.,1,selection menu great prices,59,12,4.0,11,8,0
Very bad Experience!,0,bad experience,20,3,6.0,3,1,0
"Frozen pucks of disgust, with some of the worst people behind the register.",0,frozen pucks disgust worst people behind register,75,13,4.846153846153846,11,6,0
Great pork sandwich.,1,great pork sandwich,20,3,6.0,3,0,0
Always a pleasure dealing with him.,1,always pleasure dealing,35,6,5.0,6,2,0
"The chicken dishes are OK, the beef is like shoe leather.",0,chicken dishes ok beef like shoe leather,57,11,4.2727272727272725,11,5,0
"Love the margaritas, too!",1,love margaritas,25,4,5.5,4,1,0
And service was super friendly.,1,service super friendly,31,5,5.4,5,2,0
"The chips and salsa were really good, the salsa was very fresh.",1,chips salsa really good salsa fresh,63,12,4.333333333333333,11,6,0
Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,1,pros  large seating area nice bar area great simple drink menu best brick oven pizza homemade dough,118,21,4.666666666666667,20,3,0
"Great Subway, in fact it's so good when you come here every other Subway will not meet your expectations.",1,great subway fact good come every subway meet expectations,105,19,4.578947368421052,19,9,0
I never come again.,0,never come,19,4,4.0,4,1,0
"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",1,screams legit booksomethats also pretty rare vegas,81,13,5.3076923076923075,12,7,0
"The meat was pretty dry, I had the sliced brisket and pulled pork.",0,meat pretty dry sliced brisket pulled pork,66,13,4.153846153846154,13,6,0
The food wasn't good.,0,food wasnt good,21,4,4.5,4,2,0
nan,1,nan,3,1,3.0,1,0,0
Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,1,four stars food  guy blue shirt great vibe  still letting us eat ,101,24,3.25,19,9,0
The inside is really quite nice and very clean.,1,inside really quite nice clean,47,9,4.333333333333333,9,4,0
"The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.",0,chipolte ranch dipping sause tasteless seemed thin watered heat,90,15,5.066666666666666,15,6,0
I was shocked because no signs indicate cash only.,0,shocked signs indicate cash,50,9,4.666666666666667,9,4,0
We walked away stuffed and happy about our first Vegas buffet experience.,1,walked away stuffed happy first vegas buffet experience,73,12,5.166666666666667,12,4,0
Soggy and not good.,0,soggy good,19,4,4.0,4,2,0
"I guess I should have known that this place would suck, because it is inside of the Excalibur, but I didn't use my common sense.",0,guess known place would suck inside excalibur didnt use common sense,128,25,4.16,24,16,0
"The owner used to work at Nobu, so this place is really similar for half the price.",1,owner used work nobu place really similar half price,83,17,3.9411764705882355,17,8,0
What happened next was pretty....off putting.,0,happened next prettyoff putting,45,6,6.666666666666667,6,2,0
"Food was good, service was good, Prices were good.",1,food good service good prices good,50,9,4.666666666666667,7,3,0
It was awesome.,1,awesome,15,3,4.333333333333333,3,2,0
"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",0,hilarious yummy christmas eve dinner remember biggest fail entire trip us,121,22,4.545454545454546,21,11,0
I'll definitely be in soon again.,1,ill definitely soon,33,6,4.666666666666667,6,3,0
After all the rave reviews I couldn't wait to eat here......what a disappointment!,0,rave reviews couldnt wait eat herewhat disappointment,82,13,5.384615384615385,13,7,0
Best breakfast buffet!!!,1,best breakfast buffet,24,3,7.333333333333333,3,0,0
Everything was good and tasty!,1,everything good tasty,30,5,5.2,5,2,0
"This place is not quality sushi, it is not a quality restaurant.",0,place quality sushi quality restaurant,64,12,4.416666666666667,9,7,0
They were golden-crispy and delicious.,1,goldencrispy delicious,38,5,6.8,5,3,0
Won't ever go here again.,0,wont ever go,25,5,4.2,5,3,0
I won't try going back there even if it's empty.,0,wont try going back even empty,48,10,3.9,10,5,0
"Also, the fries are without a doubt the worst fries I've ever had.",0,also fries without doubt worst fries ive ever,66,13,4.153846153846154,11,6,0
It is PERFECT for a sit-down family meal or get together with a few friends.,1,perfect sitdown family meal get together friends,76,15,4.133333333333334,14,9,0
Everything was fresh and delicious!,1,everything fresh delicious,35,5,6.2,5,2,0
dont go here.,0,go,13,3,3.6666666666666665,3,0,0
Mediocre food.,0,mediocre food,14,2,6.5,2,0,0
The vegetables are so fresh and the sauce feels like authentic Thai.,1,vegetables fresh sauce feels like authentic thai,68,12,4.75,12,6,0
"This place is pretty good, nice little vibe in the restaurant.",1,place pretty good nice little vibe restaurant,62,11,4.7272727272727275,11,4,0
"Not much flavor to them, and very poorly constructed.",0,much flavor poorly constructed,53,9,5.0,9,4,0
The service was outshining & I definitely recommend the Halibut.,1,service outshining  definitely recommend halibut,64,10,5.5,10,4,0
TOTAL WASTE OF TIME.,0,total waste time,20,4,4.25,4,1,0
"When I'm on this side of town, this will definitely be a spot I'll hit up again!",1,side town definitely spot ill hit,80,17,3.764705882352941,16,10,0
"I tried the Cape Cod ravoli, chicken,with cranberry...mmmm!",1,tried cape cod ravoli chickenwith cranberrymmmm,59,8,6.5,8,2,0
I was so insulted.,0,insulted,18,4,3.75,4,3,0
The sweet potato fries were very good and seasoned well.,1,sweet potato fries good seasoned well,56,10,4.7,10,4,0
"Your servers suck, wait, correction, our server Heimer sucked.",0,servers suck wait correction server heimer sucked,62,9,6.0,9,2,0
"I probably won't be back, to be honest.",0,probably wont back honest,39,8,4.0,7,5,0
"Good food , good service .",1,good food  good service ,26,6,3.5,6,0,0
"The service was great, even the manager came and helped with our table.",1,service great even manager came helped table,71,13,4.538461538461538,13,6,0
"I had heard good things about this place, but it exceeding every hope I could have dreamed of.",1,heard good things place exceeding every hope could dreamed,94,18,4.277777777777778,18,9,0
Just spicy enough.. Perfect actually.,1,spicy enough perfect actually,37,5,6.6,5,1,0
Our server was super nice and checked on us many times.,1,server super nice checked us many times,55,11,4.090909090909091,11,4,0
Service was fine and the waitress was friendly.,1,service fine waitress friendly,47,8,5.0,7,4,0
Definitely a turn off for me & i doubt I'll be back unless someone else is buying.,0,definitely turn  doubt ill back unless someone else buying,82,17,3.8823529411764706,17,9,0
The selection was probably the worst I've seen in Vegas.....there was none.,0,selection probably worst ive seen vegasthere none,75,12,5.333333333333333,11,6,0
The portion was huge!,1,portion huge,21,4,4.5,4,2,0
"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",1,summarize food incredible nay transcendant nothing brings joy quite like memory pneumatic condiment dispenser,147,22,5.7272727272727275,20,9,0
"Everyone is very attentive, providing excellent customer service.",1,everyone attentive providing excellent customer service,65,8,7.25,8,2,0
"Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.",0,sadly gordon ramseys steak place shall sharply avoid next trip vegas,93,17,4.529411764705882,17,7,0
This was my first time and I can't wait until the next.,1,first time cant wait next,55,12,3.6666666666666665,12,8,0
They dropped more than the ball.,0,dropped ball,32,6,4.5,6,4,0
From what my dinner companions told me...everything was very fresh with nice texture and taste.,1,dinner companions told meeverything fresh nice texture taste,95,15,5.4,15,7,0
Cant say enough good things about this place.,1,cant say enough good things place,45,8,4.75,8,2,0
The shrimp tender and moist.,1,shrimp tender moist,28,5,4.8,5,2,0
I will be back many times soon.,1,back many times soon,31,7,3.5714285714285716,7,2,0
Fantastic service here.,1,fantastic service,23,3,7.0,3,0,0
"It took over 30 min to get their milkshake, which was nothing more than chocolate milk.",0,took  min get milkshake nothing chocolate milk,87,16,4.5,16,9,0
The fries were great too.,1,fries great,25,5,4.2,5,2,0
"The service was terrible, food was mediocre.",0,service terrible food mediocre,44,7,5.428571428571429,6,3,0
"I could barely stomach the meal, but didn't complain because it was a business lunch.",0,could barely stomach meal didnt complain business lunch,85,15,4.733333333333333,15,9,0
The pancake was also really good and pretty large at that.,1,pancake also really good pretty large,58,11,4.363636363636363,11,5,0
"Overall, I like there food and the service.",1,overall like food service,43,8,4.5,8,5,0
The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).,0,problem charge  sandwich bigger subway sub offers better amount vegetables,149,28,4.357142857142857,25,16,0
this was a different cut than the piece the other day but still wonderful and tender s well as well flavored.,1,different cut piece day still wonderful tender well well flavored,109,21,4.238095238095238,19,10,0
"The guys all had steaks, and our steak loving son who has had steak at the best and worst places said it was the best steak he's ever eaten.",1,guys steaks steak loving son steak best worst places said best steak hes ever eaten,140,29,3.8620689655172415,23,16,0
He deserves 5 stars.,1,deserves  stars,20,4,4.25,4,1,0
The only downside is the service.,0,downside service,33,6,4.666666666666667,6,4,0
"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",1,sure order dessert even need pack togo  tiramisu cannoli die,107,23,3.6956521739130435,21,11,0
Appetite instantly gone.,0,appetite instantly gone,24,3,7.333333333333333,3,0,0
"Host staff were, for lack of a better word, BITCHES!",0,host staff lack better word bitches,52,10,4.3,10,3,0
"Plus, it's only 8 bucks.",1,plus  bucks,24,5,4.0,5,2,0
The food came out at a good pace.,1,food came good pace,33,8,3.25,8,4,0
"Then our food came out, disappointment ensued.",0,food came disappointment ensued,46,7,5.714285714285714,7,2,0
"No, I'm going to eat the potato that I found some strangers hair in it.",0,going eat potato found strangers hair,71,15,3.8,15,7,0
"Lordy, the Khao Soi is a dish that is not to be missed for curry lovers!",1,lordy khao soi dish missed curry lovers,72,16,3.5625,15,9,0
The service was poor and thats being nice.,0,service poor thats nice,42,8,4.375,8,4,0
But then they came back cold.,0,came back cold,29,6,4.0,6,3,0
"Worst service to boot, but that is the least of their worries.",0,worst service boot least worries,62,12,4.25,12,7,0
This wonderful experience made this place a must-stop whenever we are in town again.,1,wonderful experience made place muststop whenever town,84,14,5.071428571428571,14,6,0
Would not go back.,0,would go back,18,4,3.75,4,2,0
I just don't know how this place managed to served the blandest food I have ever eaten when they are preparing Indian cuisine.,0,know place managed served blandest food ever eaten preparing indian cuisine,126,23,4.521739130434782,23,13,0
The atmosphere was great with a lovely duo of violinists playing songs we requested.,1,atmosphere great lovely duo violinists playing songs requested,84,14,5.071428571428571,14,6,0
"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",1,server nice even though looked little overwhelmed needs stayed professional friendly end,146,26,4.653846153846154,24,14,0
Both of the egg rolls were fantastic.,1,egg rolls fantastic,37,7,4.428571428571429,7,4,0
The cashew cream sauce was bland and the vegetables were undercooked.,0,cashew cream sauce bland vegetables undercooked,69,11,5.363636363636363,11,5,0
"I have been here several times in the past, and the experience has always been great.",1,several times past experience always great,85,16,4.375,14,10,0
I really enjoyed eating here.,1,really enjoyed eating,29,5,5.0,5,1,0
This place deserves no stars.,0,place deserves stars,29,5,5.0,5,2,0
I love this place.,1,love place,18,4,3.75,4,2,0
"the food is not tasty at all, not to say its ""real traditional Hunan style"".",0,food tasty say real traditional hunan style,76,15,4.133333333333334,14,7,0
And the beans and rice were mediocre at best.,0,beans rice mediocre best,45,9,4.111111111111111,9,5,0
Food was below average.,0,food average,23,4,5.0,4,2,0
The goat taco didn't skimp on the meat and wow what FLAVOR!,1,goat taco didnt skimp meat wow flavor,59,12,4.0,12,6,0
My drink was never empty and he made some really great menu suggestions.,1,drink never empty made really great menu suggestions,72,13,4.615384615384615,13,5,0
Which are small and not worth the price.,0,small worth price,40,8,4.125,8,5,0
My ribeye steak was cooked perfectly and had great mesquite flavor.,1,ribeye steak cooked perfectly great mesquite flavor,67,11,5.181818181818182,11,4,0
Highly recommended.,1,highly recommended,19,2,9.0,2,0,0
Hopefully this bodes for them going out of business and someone who can cook can come in.,0,hopefully bodes going business someone cook come,89,17,4.294117647058823,16,9,0
"Every time I eat here, I see caring teamwork to a professional degree.",1,every time eat see caring teamwork professional degree,70,13,4.461538461538462,12,4,0
"This really is how Vegas fine dining used to be, right down to the menus handed to the ladies that have no prices listed.",1,really vegas fine dining used right menus handed ladies prices listed,121,24,4.083333333333333,21,12,0
nan,0,nan,3,1,3.0,1,0,0
They have great dinners.,1,great dinners,24,4,5.25,4,2,0
"As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",1,service fan quick youre served nice folks,93,18,4.222222222222222,18,12,0
When my mom and I got home she immediately got sick and she only had a few bites of salad.,0,mom got home immediately got sick bites salad,90,20,3.55,17,12,0
!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,0,owners really really need quit soooooo cheap let wrap freaking sandwich two papers one,120,21,4.761904761904762,20,6,0
First time going but I think I will quickly become a regular.,1,first time going think quickly become regular,61,12,4.166666666666667,11,4,0
"And considering the two of us left there very full and happy for about $20, you just can't go wrong.",1,considering two us left full happy  cant go wrong,100,20,4.05,20,11,0
I love this place.,1,love place,18,4,3.75,4,2,0
I vomited in the bathroom mid lunch.,0,vomited bathroom mid lunch,36,7,4.285714285714286,7,3,0
"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.",1,great place eat reminds little mom pop shops san francisco bay area,93,19,3.9473684210526314,18,7,0
It was equally awful.,0,equally awful,21,4,4.5,4,2,0
"I have eaten here multiple times, and each time the food was delicious.",1,eaten multiple times time food delicious,71,13,4.538461538461538,13,7,0
"The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.",1,first time ever came amazing experience still tell people awesome duck,106,21,4.095238095238095,19,10,0
The place was fairly clean but the food simply wasn't worth it.,0,place fairly clean food simply wasnt worth,63,12,4.333333333333333,12,5,0
After I pulled up my car I waited for another 15 minutes before being acknowledged.,0,pulled car waited another  minutes acknowledged,83,15,4.6,14,8,0
"Not to mention the combination of pears, almonds and bacon is a big winner!",1,mention combination pears almonds bacon big winner,75,14,4.428571428571429,14,7,0
My boyfriend tried the Mediterranean Chicken Salad and fell in love.,1,boyfriend tried mediterranean chicken salad fell love,68,11,5.2727272727272725,11,4,0
"too bad cause I know it's family owned, I really wanted to like this place.",0,bad cause know family owned really wanted like place,75,15,4.066666666666666,14,7,0
I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,0,ordered albondigas soup  warm  tasted like tomato soup frozen meatballs,100,18,4.611111111111111,16,7,0
The steak and the shrimp are in my opinion the best entrees at GC.,1,steak shrimp opinion best entrees gc,66,14,3.7857142857142856,13,8,0
Con: spotty service.,0,con spotty service,20,3,6.0,3,0,0
"This hole in the wall has great Mexican street tacos, and friendly staff.",1,hole wall great mexican street tacos friendly staff,73,13,4.6923076923076925,13,5,0
We are so glad we found this place.,1,glad found place,35,8,3.5,8,5,0
This greedy corporation will NEVER see another dime from me!,0,greedy corporation never see another dime,60,10,5.1,10,2,0
"Anyway, this FS restaurant has a wonderful breakfast/lunch.",1,anyway fs restaurant wonderful breakfastlunch,59,8,6.5,8,3,0
We waited an hour for what was a breakfast I could have done 100 times better at home.,0,waited hour breakfast could done  times better home,86,18,3.8333333333333335,18,10,0
Penne vodka excellent!,1,penne vodka excellent,22,3,6.666666666666667,3,0,0
"Third, the cheese on my friend's burger was cold.",0,third cheese friends burger cold,49,9,4.555555555555555,9,4,0
I like Steiners because it's dark and it feels like a bar.,1,like steiners dark feels like bar,58,12,3.9166666666666665,11,8,0
Couldn't ask for a more satisfying meal.,1,couldnt ask satisfying meal,40,7,4.857142857142857,7,4,0
Service is also cute.,1,service also cute,21,4,4.5,4,2,0
We won't be going back anytime soon!,0,wont going back anytime soon,36,7,4.285714285714286,7,3,0
Probably not in a hurry to go back.,0,probably hurry go back,35,8,3.5,8,4,0
It really is impressive that the place hasn't closed down.,0,really impressive place hasnt closed,58,10,4.9,10,5,0
This place lacked style!!,0,place lacked style,25,4,5.5,4,1,0
Both great!,1,great,11,2,5.0,2,1,0
"The sangria was about half of a glass wine full and was $12, ridiculous.",0,sangria half glass wine full  ridiculous,72,14,4.214285714285714,13,7,0
"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",0,similarly delivery man say word apology food  minutes late,92,18,4.166666666666667,18,8,0
"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",1,excellent restaurant highlighted great service unique menu beautiful setting,104,17,5.176470588235294,16,8,0
"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.",0,high hopes place since burgers cooked charcoal grill unfortunately taste fell flat way flat,132,24,4.541666666666667,23,11,0
Gave up trying to eat any of the crust (teeth still sore).,0,gave trying eat crust teeth still sore,58,12,3.9166666666666665,12,5,0
This place deserves one star and 90% has to do with the food.,0,place deserves one star  food,61,13,3.769230769230769,13,7,0
Best tacos in town by far!!,1,best tacos town far,27,6,3.6666666666666665,6,2,0
Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,0,seafood limited boiled shrimp crab legs crab legs definitely taste fresh,100,18,4.611111111111111,16,7,0
"I had a salad with the wings, and some ice cream for dessert and left feeling quite satisfied.",1,salad wings ice cream dessert left feeling quite satisfied,94,18,4.277777777777778,17,9,0
"As for the service, I thought it was good.",1,service thought good,42,9,3.7777777777777777,9,6,0
The lighting is just dark enough to set the mood.,1,lighting dark enough set mood,49,10,4.0,10,5,0
I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,0,asked multiple times wine list time ignored went hostess got one,119,24,4.0,22,12,0
Never again will I be dining at this place!,0,never dining place,43,9,3.888888888888889,9,5,0
"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",1,food delicious spicy enough sure ask spicier prefer way,101,21,3.857142857142857,21,12,0
A good time!,1,good time,12,3,3.3333333333333335,3,1,0
But the service was beyond bad.,0,service beyond bad,31,6,4.333333333333333,6,3,0
You cant go wrong with any of the food here.,1,cant go wrong food,44,10,3.5,10,5,0
This place is two thumbs up....way up.,1,place two thumbs upway,38,7,4.571428571428571,7,2,0
"He was extremely rude and really, there are so many other restaurants I would love to dine at during a weekend in Vegas.",0,extremely rude really many restaurants would love dine weekend vegas,120,23,4.260869565217392,23,14,0
The black eyed peas and sweet potatoes... UNREAL!,1,black eyed peas sweet potatoes unreal,49,8,5.25,8,2,0
It was delicious!!!,1,delicious,19,3,5.666666666666667,3,2,0
Maybe if they weren't cold they would have been somewhat edible.,0,maybe werent cold would somewhat edible,64,11,4.909090909090909,10,7,0
Ordered burger rare came in we'll done.,0,ordered burger rare came well done,39,7,4.714285714285714,7,2,0
"The chips that came out were dripping with grease, and mostly not edible.",0,chips came dripping grease mostly edible,73,13,4.6923076923076925,13,7,0
Wow very spicy but delicious.,1,wow spicy delicious,29,5,5.0,5,2,0
The bartender was also nice.,1,bartender also nice,28,5,4.8,5,3,0
"Anyway, I do not think i will go back there.",0,anyway think go back,44,10,3.5,10,4,0
The only thing I did like was the prime rib and dessert section.,1,thing like prime rib dessert section,64,13,4.0,13,8,0
We literally sat there for 20 minutes with no one asking to take our order.,0,literally sat  minutes one asking take order,75,15,4.066666666666666,15,7,0
Ambience is perfect.,1,ambience perfect,20,3,6.0,3,1,0
I also decided not to send it back because our waitress looked like she was on the verge of having a heart attack.,0,also decided send back waitress looked like verge heart attack,114,23,4.0,23,15,0
Crust is not good.,0,crust good,18,4,3.75,4,2,0
Talk about great customer service of course we will be back.,1,talk great customer service course back,60,11,4.545454545454546,11,4,0
Good Service-check!,1,good servicecheck,19,2,9.0,2,0,0
I consider this theft.,0,consider theft,22,4,4.75,4,2,0
My husband and I ate lunch here and were very disappointed with the food and service.,0,husband ate lunch disappointed food service,85,16,4.375,14,10,0
"Probably never coming back, and wouldn't recommend it.",0,probably never coming back wouldnt recommend,54,8,5.875,8,2,0
"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!",0,mean really get famous fish chips terrible,88,18,3.9444444444444446,17,12,0
Highly unprofessional and rude to a loyal patron!,0,highly unprofessional rude loyal patron,49,8,5.25,8,3,0
